"Style","Status","Source","Output","CandidateCount"
"FT1199","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1199\FT1199主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1199.jpg","1"
"FT1200-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1200-30\FT1200主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1200-30.jpg","5"
"FT1201-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1201-30\FT1201主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1201-30.jpg","3"
"FT1202-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1202-30\FT1202主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1202-30.jpg","1"
"FT1203","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1203\FT1203主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1203.jpg","1"
"FT1204","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1204\FT1204主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1204.jpg","1"
"FT1205","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1205\FT1205主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1205.jpg","1"
"FT1207-30","no_main_image_filename","","","0"
"FT1208-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1208-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1208-30.jpg","3"
"FT1209-30","no_main_image_filename","","","0"
"FT1210-30","no_main_image_filename","","","0"
"FT1211-30","no_main_image_filename","","","0"
"FT1212-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1212-30\FT1212主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1212-30.jpg","1"
"FT1213-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1213-30\主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1213-30.jpg","1"
"FT1214-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1214-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1214-30.jpg","1"
"FT1215-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1215-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1215-30.jpg","1"
"FT1216","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1216\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1216.jpg","1"
"FT1218-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1218-30\主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1218-30.jpg","1"
"FT1219-30","no_main_image_filename","","","0"
"FT1220-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1220-30\主图.png","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1220-30.png","1"
"FT1223-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1223-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1223-20.jpg","1"
"FT1224-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1224-20\FT1224主图.png","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1224-20.png","1"
"FT1225-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1225-20\FT1225主图.png","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1225-20.png","1"
"FT1226-20","no_main_image_filename","","","0"
"FT1227-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1227-20\FT1227主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1227-20.jpg","1"
"FT1229-20","no_main_image_filename","","","0"
"FT1231-20","no_main_image_filename","","","0"
"FT1234-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1234-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1234-20.jpg","6"
"FT1241","no_main_image_filename","","","0"
"FT1242","no_main_image_filename","","","0"
"FT1243","no_main_image_filename","","","0"
"FT1244","no_main_image_filename","","","0"
"FT1245","no_main_image_filename","","","0"
"FT1246","no_main_image_filename","","","0"
"FT1247-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1247-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1247-20.jpg","4"
"FT1248-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1248-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1248-20.jpg","4"
"FT1248-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1248-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1248-30.jpg","4"
"FT1249","no_main_image_filename","","","0"
"FT1250","no_main_image_filename","","","0"
"FT1251","no_main_image_filename","","","0"
"FT1252","no_main_image_filename","","","0"
"FT1253","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1253\主图2.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1253.jpg","4"
"FT1254","no_main_image_filename","","","0"
"FT1255-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1255-30\主图1.png","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1255-30.png","1"
"FT1256","no_main_image_filename","","","0"
"FT1257-30","no_main_image_filename","","","0"
"FT1258","no_main_image_filename","","","0"
"FT1259","no_main_image_filename","","","0"
"FT1260","no_main_image_filename","","","0"
"FT1261","no_main_image_filename","","","0"
"FT1262","no_main_image_filename","","","0"
"FT1263","no_main_image_filename","","","0"
"FT1264","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1264\FT1264主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1264.jpg","1"
"FT1265","no_main_image_filename","","","0"
"FT1266","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1266\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1266.jpg","1"
"FT1267","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1267\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1267.jpg","1"
"FT1268","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1268\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1268.jpg","1"
"FT1269-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1269-30\主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1269-30.jpg","1"
"FT1270-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1270-30\主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1270-30.jpg","1"
"FT1271-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1271-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1271-20.jpg","4"
"FT1271-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1271-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1271-30.jpg","1"
"FT1272-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1272-30\主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1272-30.jpg","1"
"FT1273-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1273-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1273-20.jpg","4"
"FT1274-30","no_main_image_filename","","","0"
"FT1275-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1275-30\主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1275-30.jpg","1"
"FT1276-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1276-30\主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1276-30.jpg","1"
"FT1277-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1277-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1277-20.jpg","1"
"FT1278-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1278-30\FT1278主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1278-30.jpg","1"
"FT1279","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1279\FT1279主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1279.jpg","1"
"FT1280","no_main_image_filename","","","0"
"FT1281","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1281\FT1281主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1281.jpg","2"
"FT1282","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1282\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1282.jpg","1"
"FT1282-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1282-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1282-30.jpg","1"
"FT1287-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1287-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1287-20.jpg","4"
"FT1287-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1287-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1287-30.jpg","4"
"FT1288","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1288\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1288.jpg","1"
"FT1290","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1290\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1290.jpg","1"
"FT1291-3015","no_main_image_filename","","","0"
"FT1292-3015","no_main_image_filename","","","0"
"FT1294","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1294\FT1294主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1294.jpg","1"
"FT1295-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1295-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1295-20.jpg","4"
"FT1296","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1296\FT1296主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1296.jpg","5"
"FT1297-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1297-30\FT1297主图黄色部分深.png","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1297-30.png","1"
"FT1298-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1298-30\1298主图.png","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1298-30.png","1"
"FT1299","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1299\FT1299主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1299.jpg","1"
"FT1300","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1300\FT1300主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1300.jpg","1"
"FT1301","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1301\FT1301主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1301.jpg","1"
"FT1302","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1302\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1302.jpg","1"
"FT1303","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1303\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1303.jpg","1"
"FT1304","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1304\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1304.jpg","1"
"FT1305","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1305\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1305.jpg","1"
"FT1306","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1306\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1306.jpg","1"
"FT1307","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1307\FT1307主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1307.jpg","1"
"FT1308","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1308\FT1308主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1308.jpg","1"
"FT1309","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1309\FT1309主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1309.jpg","1"
"FT1310","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1310\FT1310主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1310.jpg","1"
"FT1311","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1311\FT1311主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1311.jpg","1"
"FT1312-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1312-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1312-30.jpg","1"
"FT1313-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1313-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1313-30.jpg","1"
"FT1314-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1314-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1314-30.jpg","1"
"FT1315-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1315-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1315-30.jpg","1"
"FT1316-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1316-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1316-30.jpg","1"
"FT1317-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1317-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1317-30.jpg","1"
"FT1318","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1318\FT1318主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1318.jpg","1"
"FT1319-30","no_main_image_filename","","","0"
"FT1320-30","no_main_image_filename","","","0"
"FT1321-30","no_main_image_filename","","","0"
"FT1322-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1322-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1322-30.jpg","1"
"FT1323-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1323-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1323-30.jpg","1"
"FT1324-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1324-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1324-30.jpg","1"
"FT1325-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1325-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1325-30.jpg","1"
"FT1326-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1326-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1326-30.jpg","1"
"FT1327","no_main_image_filename","","","0"
"FT1328","no_main_image_filename","","","0"
"FT1329","no_main_image_filename","","","0"
"FT1330","no_main_image_filename","","","0"
"FT1331","no_main_image_filename","","","0"
"FT1332","no_main_image_filename","","","0"
"FT1333-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1333-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1333-30.jpg","3"
"FT1334-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1334-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1334-30.jpg","1"
"FT1335-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1335-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1335-30.jpg","1"
"FT1336-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1336-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1336-30.jpg","1"
"FT1337-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1337-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1337-30.jpg","1"
"FT1341","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1341\FT1341主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1341.jpg","1"
"FT1343-20","no_main_image_filename","","","0"
"FT1344","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1344\主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1344.jpg","1"
"FT1345","no_main_image_filename","","","0"
"FT1346-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1346-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1346-20.jpg","1"
"FT1347-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1347-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1347-20.jpg","5"
"FT1349-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1349-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1349-20.jpg","5"
"FT1350-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1350-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1350-20.jpg","5"
"FT1351-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1351-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1351-30.jpg","1"
"FT1352-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1352-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1352-30.jpg","1"
"FT1353-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1353-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1353-30.jpg","1"
"FT1354-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1354-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1354-30.jpg","1"
"FT1355-30","no_main_image_filename","","","0"
"FT1356-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1356-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1356-30.jpg","1"
"FT1357-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1357-20\FT1357主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1357-20.jpg","1"
"FT1358-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1358-20\FT1358主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1358-20.jpg","1"
"FT1359-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1359-20\FT1359主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1359-20.jpg","1"
"FT1360-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1360-20\FT1360主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1360-20.jpg","1"
"FT1361-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1361-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1361-30.jpg","1"
"FT1362-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1362-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1362-30.jpg","1"
"FT1363-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1363-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1363-30.jpg","1"
"FT1364-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1364-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1364-30.jpg","1"
"FT1365-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1365-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1365-30.jpg","1"
"FT1366-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1366-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1366-30.jpg","1"
"FT1367","no_main_image_filename","","","0"
"FT1368","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1368\FT1368主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1368.jpg","1"
"FT1369-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1369-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1369-20.jpg","5"
"FT1370-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1370-20\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1370-20.jpg","5"
"FT1374","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1374\主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1374.jpg","1"
"FT1375-30","no_main_image_filename","","","0"
"FT1376-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1376-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1376-30.jpg","1"
"FT1377-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1377-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1377-30.jpg","1"
"FT1378-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1378-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1378-30.jpg","1"
"FT1379-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1379-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1379-30.jpg","1"
"FT1380-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1380-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1380-30.jpg","1"
"FT1381","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1381\FT1381主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1381.jpg","1"
"FT1382","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1382\FT1382主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1382.jpg","1"
"FT1383","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1383\FT1383主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1383.jpg","1"
"FT1384-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1384-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1384-30.jpg","1"
"FT1385-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1385-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1385-30.jpg","1"
"FT1386-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1386-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1386-30.jpg","1"
"FT1387-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1387-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1387-30.jpg","1"
"FT1396-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1396-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1396-30.jpg","1"
"FT1397-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1397-30\主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1397-30.jpg","1"
"FT1398-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1398-30\FT1398主图.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1398-30.jpg","1"
"FT1399-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1399-30\FT1399主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1399-30.jpg","1"
"FT1400-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1400-30\FT1400主图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式主图汇总\FT1400-30.jpg","1"
