"Style","Status","Source","Output","CandidateCount"
"FT1443-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1443-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1443-20.jpg","1"
"FT1444-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1444-20\场景1.png","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1444-20.png","1"
"FT1445-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1445-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1445-20.jpg","1"
"FT1446-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1446-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1446-20.jpg","1"
"FT1447","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1447\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1447.jpg","2"
"FT1448","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1448\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1448.jpg","2"
"FT1449","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1449\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1449.jpg","2"
"FT1450","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1450\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1450.jpg","2"
"FT1451","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1451\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1451.jpg","1"
"FT1452","no_scene_image_filename","","","0"
"FT1454","no_scene_image_filename","","","0"
"FT1455","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1455\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1455.jpg","1"
"FT1456","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1456\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1456.jpg","1"
"FT1457","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1457\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1457.jpg","1"
"FT1458","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1458\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1458.jpg","1"
"FT1459","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1459\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1459.jpg","1"
"FT1460","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1460\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1460.jpg","2"
"FT1461","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1461\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1461.jpg","2"
"FT1462","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1462\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1462.jpg","1"
"FT1463-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1463-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1463-20.jpg","3"
"FT1464-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1464-20\场景图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1464-20.jpg","1"
"FT1465-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1465-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1465-20.jpg","2"
"FT1466-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1466-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1466-20.jpg","1"
"FT1467-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1467-20\场景3.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1467-20.jpg","1"
"FT1468-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1468-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1468-20.jpg","1"
"FT1469-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1469-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1469-20.jpg","3"
"FT1470-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1470-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1470-20.jpg","1"
"FT1471","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1471\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1471.jpg","1"
"FT1472","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1472\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1472.jpg","1"
"FT1473","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1473\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1473.jpg","6"
"FT1474","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1474\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1474.jpg","1"
"FT1475","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1475\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1475.jpg","1"
"FT1476","no_scene_image_filename","","","0"
"FT1477","no_scene_image_filename","","","0"
"FT1478","no_scene_image_filename","","","0"
"FT1479","no_scene_image_filename","","","0"
"FT1480","no_scene_image_filename","","","0"
"FT1481","no_scene_image_filename","","","0"
"FT1482-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1482-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1482-30.jpg","2"
"FT1483-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1483-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1483-30.jpg","2"
"FT1484-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1484-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1484-30.jpg","2"
"FT1485-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1485-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1485-30.jpg","1"
"FT1486-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1486-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1486-30.jpg","1"
"FT1487-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1487-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1487-30.jpg","1"
"FT1488-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1488-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1488-30.jpg","1"
"FT1489-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1489-30\场景图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1489-30.jpg","1"
"FT1490-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1490-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1490-30.jpg","1"
"FT1491-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1491-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1491-30.jpg","1"
"FT1492","no_scene_image_filename","","","0"
"FT1493","no_scene_image_filename","","","0"
"FT1494","no_scene_image_filename","","","0"
"FT1495","no_scene_image_filename","","","0"
"FT1496-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1496-20\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1496-20.jpg","1"
"FT1497-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1497-20\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1497-20.jpg","1"
"FT1498-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1498-20\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1498-20.jpg","1"
"FT1499-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1499-20\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1499-20.jpg","1"
"FT1500-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1500-20\场景图2.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1500-20.jpg","1"
"FT1501-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1501-20\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1501-20.jpg","4"
"FT1502-20","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1502-20\场景3.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1502-20.jpg","1"
"FT1508-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1508-30\场景图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1508-30.jpg","1"
"FT1509-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1509-30\场景图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1509-30.jpg","1"
"FT1510-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1510-30\场景2.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1510-30.jpg","3"
"FT1511-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1511-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1511-30.jpg","1"
"FT1512-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1512-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1512-30.jpg","1"
"FT1513-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1513-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1513-30.jpg","2"
"FT1514-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1514-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1514-30.jpg","1"
"FT1515","no_scene_image_filename","","","0"
"FT1516","no_scene_image_filename","","","0"
"FT1517","no_scene_image_filename","","","0"
"FT1518","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1518\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1518.jpg","1"
"FT1519","no_scene_image_filename","","","0"
"FT1520-3015","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1520-3015\场景(拼法1).jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1520-3015.jpg","1"
"FT1521-3015","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1521-3015\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1521-3015.jpg","2"
"FT1522-3015","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1522-3015\水晶膜场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1522-3015.jpg","7"
"FT1523-3015","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1523-3015\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1523-3015.jpg","1"
"FT1524-3015","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1524-3015\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1524-3015.jpg","2"
"FT1525-3015","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1525-3015\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1525-3015.jpg","2"
"FT1526-3015","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1526-3015\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1526-3015.jpg","2"
"FT1527-3015","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1527-3015\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1527-3015.jpg","2"
"FT1528-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1528-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1528-30.jpg","1"
"FT1529-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1529-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1529-30.jpg","1"
"FT1530-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1530-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1530-30.jpg","1"
"FT1531-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1531-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1531-30.jpg","1"
"FT1532","no_scene_image_filename","","","0"
"FT1533","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1533\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1533.jpg","1"
"FT1534","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1534\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1534.jpg","2"
"FT1535","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1535\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1535.jpg","1"
"FT1536","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1536\场景图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1536.jpg","1"
"FT1537","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1537\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1537.jpg","1"
"FT1538","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1538\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1538.jpg","1"
"FT1539","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1539\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1539.jpg","4"
"FT1540","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1540\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1540.jpg","1"
"FT1541","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1541\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1541.jpg","1"
"FT1542","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1542\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1542.jpg","1"
"FT1543","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1543\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1543.jpg","1"
"FT1544-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1544-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1544-30.jpg","1"
"FT1545-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1545-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1545-30.jpg","1"
"FT1546-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1546-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1546-30.jpg","2"
"FT1547-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1547-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1547-30.jpg","3"
"FT1548-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1548-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1548-30.jpg","1"
"FT1549-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1549-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1549-30.jpg","1"
"FT1550-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1550-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1550-30.jpg","1"
"FT1551-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1551-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1551-30.jpg","1"
"FT1552-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1552-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1552-30.jpg","1"
"FT1553-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1553-30\场景.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1553-30.jpg","1"
"FT1554","no_scene_image_filename","","","0"
"FT1555","no_scene_image_filename","","","0"
"FT1556","no_scene_image_filename","","","0"
"FT1557","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1557\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1557.jpg","2"
"FT1558","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1558\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1558.jpg","1"
"FT1559","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1559\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1559.jpg","1"
"FT1560","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1560\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1560.jpg","2"
"FT1561","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1561\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1561.jpg","3"
"FT1562","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1562\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1562.jpg","1"
"FT1564-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1564-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1564-30.jpg","2"
"FT1565-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1565-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1565-30.jpg","2"
"FT1566-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1566-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1566-30.jpg","3"
"FT1567-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1567-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1567-30.jpg","1"
"FT1568","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1568\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1568.jpg","3"
"FT1569","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1569\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1569.jpg","1"
"FT1570","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1570\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1570.jpg","3"
"FT1571","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1571\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1571.jpg","1"
"FT1572","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1572\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1572.jpg","1"
"FT1573","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1573\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1573.jpg","1"
"FT1574","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1574\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1574.jpg","1"
"FT1575","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1575\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1575.jpg","1"
"FT1576","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1576\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1576.jpg","3"
"FT1578","no_scene_image_filename","","","0"
"FT1579","no_scene_image_filename","","","0"
"FT1580","no_scene_image_filename","","","0"
"FT1581","no_scene_image_filename","","","0"
"FT1582","no_scene_image_filename","","","0"
"FT1583","no_scene_image_filename","","","0"
"FT1584","no_scene_image_filename","","","0"
"FT1585","no_scene_image_filename","","","0"
"FT1586","no_scene_image_filename","","","0"
"FT1587","no_scene_image_filename","","","0"
"FT1588","no_scene_image_filename","","","0"
"FT1589","no_scene_image_filename","","","0"
"FT1590","no_scene_image_filename","","","0"
"FT1591","no_scene_image_filename","","","0"
"FT1592","no_scene_image_filename","","","0"
"FT1593","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1593\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1593.jpg","2"
"FT1594","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1594\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1594.jpg","1"
"FT1595","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1595\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1595.jpg","1"
"FT1596","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1596\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1596.jpg","1"
"FT1597","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1597\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1597.jpg","1"
"FT1598","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1598\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1598.jpg","1"
"FT1599","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1599\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1599.jpg","1"
"FT1600","no_scene_image_filename","","","0"
"FT1601","no_scene_image_filename","","","0"
"FT1602","no_scene_image_filename","","","0"
"FT1606","no_scene_image_filename","","","0"
"FT1608","no_scene_image_filename","","","0"
"FT1609","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1609\场景图1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1609.jpg","1"
"FT1610","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1610\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1610.jpg","1"
"FT1611","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1611\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1611.jpg","1"
"FT1612","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1612\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1612.jpg","1"
"FT1617","no_scene_image_filename","","","0"
"FT1618","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1618\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1618.jpg","6"
"FT1619","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1619\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1619.jpg","6"
"FT1620","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1620\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1620.jpg","6"
"FT1621","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1621\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1621.jpg","6"
"FT1622","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1622\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1622.jpg","6"
"FT1624","no_scene_image_filename","","","0"
"FT1625","no_scene_image_filename","","","0"
"FT1626","no_scene_image_filename","","","0"
"FT1627","no_scene_image_filename","","","0"
"FT1630","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1630\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1630.jpg","1"
"FT1631","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1631\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1631.jpg","1"
