"Style","Status","Source","Output","CandidateCount"
"FT1632","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1632\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1632.jpg","1"
"FT1639","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1639\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1639.jpg","3"
"FT1640","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1640\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1640.jpg","3"
"FT1641","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1641\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1641.jpg","3"
"FT1644","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1644\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1644.jpg","2"
"FT1645","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1645\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1645.jpg","1"
"FT1646","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1646\场景1拼法1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1646.jpg","2"
"FT1647","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1647\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1647.jpg","1"
"FT1648","no_scene_image_filename","","","0"
"FT1649","no_scene_image_filename","","","0"
"FT1650","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1650\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1650.jpg","1"
"FT1651","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1651\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1651.jpg","3"
"FT1651-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1651-30\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1651-30.jpg","6"
"FT1652","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1652\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1652.jpg","6"
"FT1652-30","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1652-30\场景4.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1652-30.jpg","4"
"FT1653","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1653\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1653.jpg","3"
"FT1654","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1654\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1654.jpg","1"
"FT1655","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1655\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1655.jpg","1"
"FT1656","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1656\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1656.jpg","2"
"FT1658","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1658\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1658.jpg","3"
"FT1660","no_scene_image_filename","","","0"
"FT1661","no_scene_image_filename","","","0"
"FT1662","no_scene_image_filename","","","0"
"FT1663","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1663\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1663.jpg","9"
"FT1701","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1701\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1701.jpg","3"
"FT1703","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1703\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1703.jpg","3"
"FT1705","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1705\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1705.jpg","3"
"FT1707","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1707\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1707.jpg","1"
"FT1708","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1708\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1708.jpg","1"
"FT1709","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1709\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1709.jpg","1"
"FT1710","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1710\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1710.jpg","1"
"FT1711","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1711\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1711.jpg","1"
"FT1712","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1712\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1712.jpg","1"
"FT1713","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1713\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1713.jpg","1"
"FT1717","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1717\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1717.jpg","1"
"FT1718","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1718\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1718.jpg","1"
"FT1719","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1719\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1719.jpg","1"
"FT1720","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1720\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1720.jpg","1"
"FT1721","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1721\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1721.jpg","1"
"FT1722","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1722\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1722.jpg","2"
"FT1723","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1723\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1723.jpg","1"
"FT1724","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1724\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1724.jpg","1"
"FT1725","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1725\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1725.jpg","1"
"FT1726","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1726\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1726.jpg","2"
"FT1730","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1730\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1730.jpg","1"
"FT1731","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1731\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1731.jpg","1"
"FT1732","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1732\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1732.jpg","1"
"FT1733","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1733\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1733.jpg","1"
"FT1734","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1734\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1734.jpg","2"
"FT1735","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1735\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1735.jpg","1"
"FT1736","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1736\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1736.jpg","1"
"FT1737","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1737\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1737.jpg","2"
"FT1738","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1738\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1738.jpg","1"
"FT1739","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1739\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1739.jpg","1"
"FT1740","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1740\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1740.jpg","1"
"FT1741","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1741\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1741.jpg","1"
"FT1742","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1742\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1742.jpg","1"
"FT1743","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1743\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1743.jpg","1"
"FT1744","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1744\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1744.jpg","1"
"FT1745","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1745\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1745.jpg","2"
"FT1746","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1746\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1746.jpg","3"
"FT1747","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1747\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1747.jpg","3"
"FT1748","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1748\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1748.jpg","3"
"FT1749","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1749\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1749.jpg","3"
"FT1750","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1750\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1750.jpg","3"
"FT1751","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1751\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1751.jpg","3"
"FT1755","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1755\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1755.jpg","5"
"FT1756","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1756\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1756.jpg","1"
"FT1757","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1757\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1757.jpg","5"
"FT1758","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1758\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1758.jpg","1"
"FT1759","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1759\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1759.jpg","1"
"FT1760","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1760\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1760.jpg","1"
"FT1761","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1761\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1761.jpg","1"
"FT1762","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1762\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1762.jpg","1"
"FT1763","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1763\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1763.jpg","1"
"FT1764","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1764\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1764.jpg","1"
"FT1765","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1765\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1765.jpg","1"
"FT1766","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1766\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1766.jpg","1"
"FT1767","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1767\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1767.jpg","1"
"FT1768","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1768\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1768.jpg","1"
"FT1769","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1769\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1769.jpg","1"
"FT1770","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1770\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1770.jpg","1"
"FT1771","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1771\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1771.jpg","1"
"FT1772","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1772\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1772.jpg","1"
"FT1775","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1775\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1775.jpg","1"
"FT1776","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1776\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1776.jpg","1"
"FT1777","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1777\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1777.jpg","1"
"FT1778","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1778\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1778.jpg","1"
"FT1781","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1781\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1781.jpg","1"
"FT1782","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1782\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1782.jpg","1"
"FT1783","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1783\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1783.jpg","1"
"FT1784","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1784\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1784.jpg","1"
"FT1785","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1785\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1785.jpg","4"
"FT1786","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1786\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1786.jpg","3"
"FT1792","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1792\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1792.jpg","1"
"FT1793","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1793\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1793.jpg","1"
"FT1794","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1794\场景1.png","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1794.png","2"
"FT1795","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1795\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1795.jpg","1"
"FT1796","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1796\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1796.jpg","1"
"FT1797","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1797\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1797.jpg","1"
"FT1798","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1798\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1798.jpg","1"
"FT1799","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1799\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1799.jpg","1"
"FT1800","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1800\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1800.jpg","1"
"FT1801","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1801\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1801.jpg","1"
"FT1802","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1802\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1802.jpg","1"
"FT1803","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1803\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1803.jpg","1"
"FT1804","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1804\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1804.jpg","1"
"FT1805","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1805\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1805.jpg","1"
"FT1806","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1806\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1806.jpg","1"
"FT1807","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1807\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1807.jpg","1"
"FT1808","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1808\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1808.jpg","1"
"FT1809","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1809\场景1-1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1809.jpg","2"
"FT1810","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1810\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1810.jpg","1"
"FT1811","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1811\场景1.png","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1811.png","1"
"FT1812","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1812\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1812.jpg","1"
"FT1813","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1813\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1813.jpg","2"
"FT1817-XPE","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1817-XPE\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1817-XPE.jpg","3"
"FT1820","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1820\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1820.jpg","2"
"FT1821","no_scene_image_filename","","","0"
"FT1822","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1822\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1822.jpg","5"
"FT1823","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1823\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1823.jpg","1"
"FT1824","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1824\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1824.jpg","3"
"FT1825","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1825\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1825.jpg","1"
"FT1826","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1826\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1826.jpg","1"
"FT1829","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1829\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1829.jpg","1"
"FT1830","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1830\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1830.jpg","1"
"FT1831","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1831\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1831.jpg","1"
"FT1832","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1832\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1832.jpg","1"
"FT1833","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1833\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1833.jpg","6"
"FT1834","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1834\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1834.jpg","8"
"FT1837","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1837\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1837.jpg","3"
"FT1838","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1838\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1838.jpg","3"
"FT1839","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1839\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1839.jpg","3"
"FT1840","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1840\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1840.jpg","5"
"FT1841","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1841\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1841.jpg","3"
"FT1842","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1842\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1842.jpg","3"
"FT1843","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1843\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1843.jpg","3"
"FT1844","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1844\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1844.jpg","1"
"FT1845","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1845\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1845.jpg","11"
"FT1846","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1846\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1846.jpg","7"
"FT1847","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1847\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1847.jpg","6"
"FT1848","copied","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\FT1848\场景1.jpg","H:\claude\ru-site\material\佳润业\图包资料\FT地贴\款式场景图汇总\FT1848.jpg","7"
